id,status,reason,n_lig,n_poc,mw
3uj9,ok,,11,368,184.07332101009
3ujc,ok,,11,362,184.07332101009
3ujd,ok,,11,368,184.07332101009
3umq,ok,,6,239,88.052429496
3uuo,skip,rdkit_parse_failed,0,0,0.0
3uw4,filtered,"rot_bonds_ok,heavy_atoms_ok",0,0,499.2485864000901
3uw5,filtered,"rot_bonds_ok,heavy_atoms_ok",0,0,499.2485864000901
3uxd,skip,rdkit_parse_failed,0,0,0.0
3uxk,ok,,10,408,137.047678464
3uxl,ok,,10,407,137.03455382009
3uyr,skip,rdkit_parse_failed,0,0,0.0
3uz5,skip,rdkit_parse_failed,0,0,0.0
3uzj,skip,rdkit_parse_failed,0,0,0.0
3v2n,filtered,rot_bonds_ok,0,0,228.208930136
3uo4,ok,,29,343,382.14297581599993
3uod,ok,,27,343,374.09906031599996
3up2,ok,,28,350,390.09397493599994
3upk,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,607.0815696639999
3upv,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,788.36724044809
3uri,skip,rdkit_parse_failed,0,0,0.0
3usx,filtered,rot_bonds_ok,0,0,228.208930136
3utu,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,679.197980488
3uu1,ok,,12,276,165.078978592
3uug,ok,,13,409,194.04265266000002
3v2p,filtered,rot_bonds_ok,0,0,284.271530392
3v2q,filtered,rot_bonds_ok,0,0,256.240230264
3v3q,filtered,rot_bonds_ok,0,0,380.2198887439999
3v4t,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,607.0815696639999
3v51,filtered,heavy_atoms_ok,0,0,443.1512880039999
3v5p,ok,,26,366,353.20843584009
3v5t,filtered,heavy_atoms_ok,0,0,419.25538603209
3v78,ok,,24,386,315.17354767200004
3v7x,ok,,25,270,364.10929273999994
3vbd,ok,,22,312,319.11108988809
3t2q,ok,,12,371,178.04773804
3t2w,ok,,16,350,244.088163372
3t3c,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,547.2352215239999
3t3u,ok,,29,369,389.20843584009003
3t5u,ok,,11,379,173.014664084
3t60,filtered,heavy_atoms_ok,0,0,470.20743279608996
3t64,ok,,29,278,394.17613266808996
3t6b,skip,rdkit_parse_failed,0,0,0.0
3t70,ok,,30,273,408.19178273208996
3t82,ok,,22,339,343.057316744
3wtl,ok,,17,231,254.057053272
3wtm,ok,,17,232,254.057053272
3wtn,ok,,14,253,208.05157396799999
3wto,ok,,14,249,208.05157396799999
3wvm,filtered,rot_bonds_ok,0,0,284.271530392
3wz6,filtered,"rot_bonds_ok,heavy_atoms_ok",0,0,456.17402449209
3wz7,skip,rdkit_parse_failed,0,0,0.0
3wz8,filtered,"rot_bonds_ok,heavy_atoms_ok",0,0,455.16674804
3wzn,ok,,16,236,244.088163372
3x00,filtered,rot_bonds_ok,0,0,340.1932971360001
3tzm,skip,rdkit_parse_failed,0,0,0.0
3u10,ok,,22,413,329.0525197340001
3u5j,ok,,22,278,308.082874096
3u5l,ok,,23,274,323.093773128
3u6h,filtered,"mw_ok,heavy_atoms_ok",0,0,529.18817457209
3u6i,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,542.1965481839999
3u81,ok,,26,304,385.12886519209013
3u8j,ok,,13,394,178.13387393208998
3u8k,ok,,16,364,222.16008868008998
3u8l,ok,,19,339,254.16517406008998
3p9m,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,907.5367716161802
3pb7,ok,,22,232,320.13069688
3pb8,skip,rdkit_parse_failed,0,0,0.0
3pb9,ok,,12,308,158.08439832
3pbb,ok,,22,233,320.13069688
3pce,ok,,11,352,152.047344116
3pcf,ok,,11,371,156.02227224
3pcg,ok,,11,356,152.047344116
3pcj,ok,,11,367,155.02185764
3pck,ok,,11,370,155.02185764
3vhc,ok,,29,304,406.14634694400013
3vhd,ok,,27,304,385.15724597600007
3vhk,ok,,22,359,295.12084340399997
3vjc,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,690.288756152
3vje,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,690.288756152
3vtr,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,831.3717167080902
3vvy,ok,,24,362,315.17354767200004
3vw1,ok,,28,335,373.2517979920001
3vw2,skip,rdkit_parse_failed,0,0,0.0
3vx3,ok,,27,336,427.02941494000015
3u8n,ok,,17,373,300.07060074809
3u90,filtered,rot_bonds_ok,0,0,266.155180312
3u92,ok,,15,374,214.10738441209
3u93,ok,,10,405,148.06043422009
3u9q,filtered,rot_bonds_ok,0,0,172.14632988
3ubd,filtered,"mw_ok,heavy_atoms_ok",0,0,516.1267762079999
3ucj,ok,,13,358,221.988132052
3udd,ok,,29,297,409.12086046800005
3udh,ok,,14,316,189.10223945609
3ueu,filtered,rot_bonds_ok,0,0,200.177630008
3zk6,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,586.17084744
3zll,ok,,17,300,233.080041212
3zln,ok,,30,327,414.115046816
3zlr,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,584.1784582400901
3zm9,filtered,"rot_bonds_ok,heavy_atoms_ok",0,0,493.29539412000014
3znr,filtered,"mw_ok,heavy_atoms_ok",0,0,516.144296256
3zns,filtered,"mw_ok,heavy_atoms_ok",0,0,528.16755712009
3zps,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,730.31737293609
3zpu,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,742.3173729360899
3zq9,ok,,22,247,326.14455776808995
3w07,ok,,21,412,324.035866626
3w37,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,646.25528998809
3w5n,ok,,11,359,164.068473484
3w9k,filtered,rot_bonds_ok,0,0,228.208930136
3w9r,ok,,19,217,264.13615912
3wgg,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,665.1247718679999
3wha,ok,,28,200,415.086973496
3wjw,ok,,22,417,338.05151668999997
3wmc,ok,,28,114,401.18744894418006
3wtj,ok,,16,243,252.02364496799999
3zyu,filtered,heavy_atoms_ok,0,0,415.164439532
3zze,ok,,25,347,360.11094556809
456c,ok,,28,300,425.06998603999995
4a4q,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,720.3755607400901
4a4v,filtered,rot_bonds_ok,0,0,306.183109312
4a4w,filtered,rot_bonds_ok,0,0,408.230059504
4a6b,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,733.3959618360901
4a6c,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,734.3912108040901
4a6l,ok,,30,244,403.18163264809
4a6s,ok,,22,179,322.087494676
3zqe,ok,,28,219,392.29265975999994
3zso,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,595.2438778800899
3zsq,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,531.2489632600899
3zsx,filtered,"rot_bonds_ok,heavy_atoms_ok",0,0,459.19144838408994
3zsy,filtered,"rot_bonds_ok,heavy_atoms_ok",0,0,439.22274851208994
3zt2,ok,,23,300,308.0684734839999
3zt3,ok,,23,301,310.0841235479999
3zv7,ok,,14,354,191.11788952009
3zxz,ok,,28,350,372.144707132
3zyf,ok,,21,184,301.07976644
4acc,filtered,"rot_bonds_ok,heavy_atoms_ok",0,0,442.16558504809007
4aci,ok,,13,369,192.02700259600002
4ad2,ok,,21,253,310.14964314809
4ad3,ok,,22,259,326.14455776809
4ad6,skip,rdkit_parse_failed,0,0,0.0
4afg,ok,,16,358,212.11822386808998
4ag8,skip,rdkit_parse_failed,0,0,0.0
4agc,skip,rdkit_parse_failed,0,0,0.0
4agl,ok,,13,251,403.90028642409
4agm,filtered,mw_ok,0,0,516.01236229218
3zbx,ok,,27,362,356.1185726360001
3zc5,ok,,27,359,355.15454354400003
3zcl,skip,rdkit_parse_failed,0,0,0.0
3zdg,ok,,13,381,189.15975433209
3zdh,ok,,14,382,198.16008868008998
3zdv,ok,,25,187,375.13517314
3zhx,ok,,25,261,403.01431460199996
3zi0,filtered,"rot_bonds_ok,heavy_atoms_ok",0,0,484.04701169799995
3zi8,ok,,10,291,148.073558864
3zj6,ok,,18,227,260.18563473209
4agn,ok,,24,225,444.12627900817995
4ago,filtered,"mw_ok,heavy_atoms_ok",0,0,543.19469291618
4agp,filtered,mw_ok,0,0,520.15757913618
4agq,filtered,mw_ok,0,0,519.17356354818
4ahr,ok,,14,365,194.0579088
4ahs,ok,,12,377,162.031694052
4ahu,skip,rdkit_parse_failed,0,0,0.0
4ai5,ok,,11,330,149.070145224
4aia,ok,,11,317,149.070145224
4aj4,ok,,21,261,322.04458430799997
4a7i,ok,,24,276,394.10203776008996
4a95,ok,,22,340,314.145284324
4ab9,ok,,11,306,148.07569036009
4aba,ok,,12,280,197.02016670809
4abb,ok,,11,296,164.05284674009
4abd,ok,,13,283,173.10732483609
4abe,ok,,13,285,174.10257380408999
4abf,ok,,12,289,241.96335880809
4abg,ok,,15,265,207.17245051217998
4abh,ok,,13,287,177.13862496408998
4b8y,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,687.31876788
4b9k,filtered,heavy_atoms_ok,0,0,450.17256169199993
4b9z,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,646.25528998809
4bah,filtered,"rot_bonds_ok,heavy_atoms_ok",0,0,430.24488092409007
4bak,filtered,"rot_bonds_ok,heavy_atoms_ok",0,0,471.3078155280901
4bam,filtered,"rot_bonds_ok,heavy_atoms_ok",0,0,457.2921654640901
4ban,filtered,"rot_bonds_ok,heavy_atoms_ok",0,0,443.2765154000901
4bao,filtered,"rot_bonds_ok,heavy_atoms_ok",0,0,429.2608653360901
4baq,filtered,"rot_bonds_ok,heavy_atoms_ok",0,0,457.2921654640901
4bb9,ok,,16,393,260.02971862600003
4avh,filtered,rot_bonds_ok,0,0,296.129359488
4avi,filtered,rot_bonds_ok,0,0,350.19406791999995
4avj,ok,,27,222,381.1536000759999
4avs,ok,,11,148,157.073893212
4ax9,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,558.2260538080001
4axd,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,506.0117298740001
4ayp,ok,,24,331,372.10901796799993
4ayq,ok,,14,351,200.079706864
4ayu,ok,,11,149,157.073893212
4az5,ok,,14,347,222.07945541209
4ara,ok,,25,313,351.2026817640901
4arb,ok,,25,315,351.2026817640901
4arw,ok,,25,325,352.12052612
4asd,filtered,heavy_atoms_ok,0,0,464.086302712
4ase,filtered,heavy_atoms_ok,0,0,454.10439738800005
4asj,ok,,28,352,386.10487605599997
4att,ok,,23,227,324.12090298
4auj,ok,,22,243,310.105252916
4av4,ok,,21,251,295.10558726400006
4av5,ok,,27,205,370.141638424
4az6,ok,,25,297,353.12229994800003
4azb,ok,,25,291,353.12229994800003
4azc,ok,,14,306,222.07945541209
4azg,ok,,25,264,353.12229994800003
4azi,ok,,25,285,353.12229994800003
4b0b,ok,,14,400,186.07931294
4b1j,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,543.1000199200898
4b2i,skip,rdkit_parse_failed,0,0,0.0
4b2l,skip,rdkit_parse_failed,0,0,0.0
4b32,ok,,11,266,144.057514876
4c2v,skip,rdkit_parse_failed,0,0,0.0
4c52,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,502.17378481599997
4c5d,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,614.06864682
4c6u,ok,,16,372,238.066365308
4c9x,ok,,30,178,450.1258203560901
4ca5,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,711.2345664260001
4ca6,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,711.2345664260001
4ca7,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,711.2345664260001
4ca8,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,711.2345664260001
4cc5,skip,rdkit_parse_failed,0,0,0.0
4bs0,skip,rdkit_parse_failed,0,0,0.0
4bt3,ok,,9,423,134.0579088
4bt4,ok,,9,427,134.0579088
4bt5,ok,,9,426,134.0579088
4btk,ok,,22,336,297.11134134
4bup,ok,,27,317,401.16016532009013
4buq,filtered,rot_bonds_ok,0,0,278.172938552
4c1t,filtered,"mw_ok,heavy_atoms_ok",0,0,546.1795996279998
4c1u,ok,,28,321,414.1373408919999
4c1y,ok,,12,168,178.084123548
4bc5,ok,,10,287,152.048486988
4bck,ok,,27,306,401.07286472000004
4bcm,filtered,heavy_atoms_ok,0,0,485.13037959599995
4bcn,ok,,24,340,340.110630132
4bco,filtered,heavy_atoms_ok,0,0,462.19502845200003
4bcp,ok,,30,336,421.1917402200901
4bcs,ok,,16,247,244.088163372
4bf1,ok,,24,151,356.040167624
4bf6,ok,,22,164,331.01976652800005
4bi6,ok,,9,375,155.98237451
4cd0,filtered,heavy_atoms_ok,0,0,470.15363781600007
4cd4,ok,,21,176,310.14964314809
4cd5,ok,,25,171,362.1325302839999
4ceb,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,575.2387925000899
4cfl,ok,,23,160,307.14410426809
4cg8,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,577.30925144409
4cg9,ok,,22,194,289.16992509209
4cga,ok,,24,184,317.20122522009
4cgi,filtered,"rot_bonds_ok,heavy_atoms_ok",0,0,425.20709844808994
4cig,filtered,"rot_bonds_ok,heavy_atoms_ok",0,0,499.22274851208994
4ciw,ok,,15,241,218.079038168
4cj4,filtered,rot_bonds_ok,0,0,384.1685218679999
4cjp,filtered,rot_bonds_ok,0,0,384.1685218679999
4cjq,skip,rdkit_parse_failed,0,0,0.0
4cjr,filtered,"rot_bonds_ok,heavy_atoms_ok",0,0,493.1969276880899
4ck3,filtered,rot_bonds_ok,0,0,365.20709844809005
4cl6,skip,rdkit_parse_failed,0,0,0.0
4clj,ok,,30,184,406.1553520680001
4cmo,ok,,29,182,397.15501772
4cp5,filtered,rot_bonds_ok,0,0,462.9881579819999
4bi7,ok,,9,375,155.98237451
4bj8,ok,,16,394,244.088163372
4bks,ok,,24,234,329.13755608800005
4bkt,ok,,19,235,267.121906024
4bny,ok,,21,391,297.0935831
4bps,ok,,14,396,194.0579088
4bqg,ok,,17,354,269.985049476
4bqh,ok,,25,348,403.0055346479999
4bqs,ok,,15,355,212.068473484
4br3,filtered,heavy_atoms_ok,0,0,436.2244202520901
4aje,ok,,15,385,273.94768542400004
4aji,ok,,18,390,254.079038168
4ajl,ok,,21,297,306.11504681599996
4alx,ok,,20,358,276.15941998409
4aoi,skip,rdkit_parse_failed,0,0,0.0
4ap7,ok,,24,369,321.10258822400004
4app,skip,rdkit_parse_failed,0,0,0.0
4aq4,ok,,10,404,172.01367463800003
4aq6,ok,,12,369,168.042258736
4aqh,ok,,23,360,317.1487894680001
3vd4,ok,,15,314,238.087494676
3vd9,ok,,15,319,238.087494676
3vdb,ok,,12,376,178.04773804
3veh,ok,,17,393,242.079038168
3vf5,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,601.2457862079998
3vf7,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,601.2457862079998
3vfa,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,601.2457862079998
3vfb,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,601.2457862079998
3vh9,ok,,11,310,145.052763844
3vha,ok,,27,290,379.1354479120001
4cp7,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,759.48036015609
4cpr,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,760.4102319960901
4cps,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,727.4177599000899
4cpt,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,727.4177599000899
4cpw,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,730.36328180409
4cpy,ok,,20,197,285.18088370009
4cpz,ok,,24,209,334.14884904400014
4cr5,ok,,12,224,179.013791492
4cr9,ok,,13,206,173.095297352
4cra,filtered,"mw_ok,heavy_atoms_ok",0,0,507.1906542800001
4b33,ok,,11,286,144.057514876
4b34,ok,,10,305,150.025169192
4b35,skip,rdkit_parse_failed,0,0,0.0
4b3b,skip,rdkit_parse_failed,0,0,0.0
4b3c,skip,rdkit_parse_failed,0,0,0.0
4b3d,skip,rdkit_parse_failed,0,0,0.0
4b5d,ok,,18,331,249.15975433209
4b5s,ok,,6,382,88.01604398799999
4b5t,ok,,7,386,102.031694052
4b5w,ok,,6,385,90.03169405199999
3sww,ok,,25,251,380.09270866008995
3sxf,ok,,26,378,347.17461029200007
3t01,ok,,7,346,125.971809826
3t08,ok,,15,315,238.087494676
3t09,ok,,12,372,178.04773804
3t0b,ok,,15,316,238.087494676
3t0d,ok,,12,363,178.04773804
3t0x,skip,rdkit_parse_failed,0,0,0.0
3t1a,skip,rdkit_parse_failed,0,0,0.0
3t1m,filtered,heavy_atoms_ok,0,0,429.17875220400003
4crb,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,557.1578299280001
4crc,skip,rdkit_parse_failed,0,0,0.0
4crf,filtered,"mw_ok,heavy_atoms_ok",0,0,542.1356975159999
4crl,filtered,heavy_atoms_ok,0,0,473.27986946409004
4cs9,ok,,23,96,347.0630844180001
4csd,ok,,12,188,178.084123548
4css,ok,,29,134,425.11443769599987
4cst,ok,,27,150,391.08226497600003
4cu7,ok,,10,245,148.09681972809
4cu8,ok,,11,239,164.09173434809
4cwf,ok,,17,190,227.11709541599998
4cwn,ok,,25,210,335.138224784
4cwo,ok,,23,194,307.106924656
4cwp,ok,,24,213,319.10692465599993
4cwq,ok,,28,205,398.07972392800013
4cwr,ok,,25,215,337.0975028439999
4cws,ok,,28,214,378.1440384359999
4cwt,ok,,29,174,396.13461662399993
4czs,skip,rdkit_parse_failed,0,0,0.0
4d1j,ok,,11,206,164.09173434809
4e7r,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,602.1753927280901
4e9u,ok,,19,388,271.066699656
4ea2,filtered,rot_bonds_ok,0,0,332.31805212017997
4eb8,skip,rdkit_parse_failed,0,0,0.0
4ef6,ok,,14,350,194.0579088
4efk,ok,,11,347,191.007470528
4efs,filtered,rot_bonds_ok,0,0,408.11437811999997
4egk,ok,,25,337,364.0713659439999
4ehz,skip,rdkit_parse_failed,0,0,0.0
4ei4,skip,rdkit_parse_failed,0,0,0.0
4deu,ok,,20,358,272.068473484
4dew,ok,,21,365,286.04773804
4dff,ok,,22,274,313.08849772
4dfg,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,633.2720009559999
4dhl,ok,,15,219,219.035399528
4djo,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,617.172926884
4djp,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,564.2505372399999
4djq,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,576.2617706199999
4djr,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,588.207626872
4dju,ok,,21,293,265.1215121
4eo8,ok,,27,252,391.20499027208996
4eoh,skip,rdkit_parse_failed,0,0,0.0
4eor,skip,rdkit_parse_failed,0,0,0.0
4epy,skip,rdkit_parse_failed,0,0,0.0
4er1,skip,rdkit_parse_failed,0,0,0.0
4er2,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,685.4625785960002
4erf,filtered,heavy_atoms_ok,0,0,477.147363768
4etz,filtered,"mw_ok,heavy_atoms_ok",0,0,690.0948687079998
4eu0,filtered,"mw_ok,heavy_atoms_ok",0,0,690.0948687079998
4euo,ok,,7,416,104.07060498009
4ej8,skip,rdkit_parse_failed,0,0,0.0
4ejl,skip,rdkit_parse_failed,0,0,0.0
4ek9,ok,,21,351,295.15131488809
4elf,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,543.2325999000901
4elg,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,503.2765154000901
4elh,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,503.2765154000901
4emf,skip,rdkit_parse_failed,0,0,0.0
4emr,skip,rdkit_parse_failed,0,0,0.0
4en4,ok,,13,310,183.089543276
4eo6,ok,,27,254,389.202464852
4ew2,filtered,"rot_bonds_ok,heavy_atoms_ok",0,0,477.1682045840002
4ew3,filtered,"rot_bonds_ok,heavy_atoms_ok",0,0,477.1682045840002
4ewn,filtered,rot_bonds_ok,0,0,353.0875678499999
4exs,ok,,14,239,217.07726434
4ezr,skip,rdkit_parse_failed,0,0,0.0
4ezx,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,804.4396346040901
4ezz,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,812.53604334418
4f09,skip,rdkit_parse_failed,0,0,0.0
4f0c,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,614.16651536818
4f1l,ok,,17,318,234.0640568
4b6o,ok,,22,361,310.1052529159999
4b6p,ok,,25,386,370.0475791719999
4b6r,ok,,22,377,310.1052529159999
4b6s,ok,,25,384,370.0475791719999
4b73,filtered,rot_bonds_ok,0,0,365.14266029609
4b74,filtered,rot_bonds_ok,0,0,409.19213590818
4b76,ok,,17,319,236.08814686409
4b7j,ok,,20,314,287.19653376409
4b7p,filtered,heavy_atoms_ok,0,0,455.15612549609006
4b7r,ok,,20,305,287.19653376409
4e0x,ok,,15,368,214.10738441209
4e1k,ok,,29,245,386.13789043599996
4e3g,ok,,10,334,138.031694052
4e4l,skip,rdkit_parse_failed,0,0,0.0
4e4n,skip,rdkit_parse_failed,0,0,0.0
4e5w,skip,rdkit_parse_failed,0,0,0.0
4e67,skip,rdkit_parse_failed,0,0,0.0
4e6d,skip,rdkit_parse_failed,0,0,0.0
4e6q,skip,rdkit_parse_failed,0,0,0.0
4e70,ok,,13,370,180.078644244
4d3h,filtered,"mw_ok,heavy_atoms_ok",0,0,658.1050394679999
4d4d,ok,,21,178,310.14964314809
4d7b,ok,,20,222,273.06372245200004
4d8z,ok,,19,305,265.081103832
4da5,ok,,22,276,374.02013797609
4daf,ok,,18,313,251.065453768
4db7,ok,,18,315,251.065453768
4dbm,ok,,29,266,392.2081014920901
4dcs,skip,rdkit_parse_failed,0,0,0.0
4ddh,ok,,15,361,206.0579088
4do4,ok,,14,328,205.11828344409
4do5,ok,,11,329,164.09173434809
4dq2,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,557.1457684860001
4dst,skip,rdkit_parse_failed,0,0,0.0
4dsu,skip,rdkit_parse_failed,0,0,0.0
4dsy,ok,,15,229,199.063328528
4duh,ok,,26,326,388.066382372
4dv8,filtered,rot_bonds_ok,0,0,407.21407564809
4dy6,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,756.081934674
4dzy,ok,,12,410,184.029107208
4ddk,ok,,12,348,166.026608672
4ddm,ok,,12,361,179.999348368
4de0,skip,rdkit_parse_failed,0,0,0.0
4de1,skip,rdkit_parse_failed,0,0,0.0
4de2,skip,rdkit_parse_failed,0,0,0.0
4de5,ok,,13,362,180.04225873599998
4del,ok,,10,382,170.993273542
4der,ok,,20,364,270.05282342
4des,ok,,19,395,254.0579088
4det,ok,,21,348,286.04773803999996
4f2w,skip,rdkit_parse_failed,0,0,0.0
4f39,ok,,15,362,214.10738441209
4f3c,skip,rdkit_parse_failed,0,0,0.0
4f3k,skip,rdkit_parse_failed,0,0,0.0
4f5y,filtered,"mw_ok,heavy_atoms_ok",0,0,690.0948687079998
4f6u,ok,,29,191,400.27070174809
4f6w,filtered,"mw_ok,heavy_atoms_ok",0,0,640.4081982600901
4f7v,skip,rdkit_parse_failed,0,0,0.0
4f9u,ok,,22,222,320.13069688
4f9w,ok,,25,357,326.153146576
4f9y,ok,,25,351,326.153146576
4fai,ok,,22,235,320.13069688
4fcq,skip,rdkit_parse_failed,0,0,0.0
4fev,ok,,21,314,281.164045608
4few,ok,,21,314,301.109423192
4ffs,skip,rdkit_parse_failed,0,0,0.0
4fht,ok,,11,405,154.026608672
4fk6,skip,rdkit_parse_failed,0,0,0.0
4fl1,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,506.0117298740001
4fl2,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,506.0117298740001
4djv,ok,,29,283,371.163376912
4djw,ok,,27,300,342.14806119600007
4djx,ok,,25,302,340.10908884400004
4djy,ok,,27,292,344.16371126000007
4dko,ok,,25,286,370.16920939209
4dkp,ok,,24,298,348.09095907209
4dkq,ok,,28,285,389.10548068400004
4dkr,ok,,28,270,389.1054806840001
4dld,ok,,21,349,317.05349026808994
4dmw,ok,,25,269,404.0021971479999
4g8v,ok,,23,276,327.11788326399994
4g8y,ok,,24,271,341.13353332799994
4g90,ok,,24,268,345.1084614519999
4g95,ok,,22,207,334.050049744
4gah,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,935.2666242220001
4gbd,ok,,21,392,314.104876056
4ge1,skip,rdkit_parse_failed,0,0,0.0
4gfm,ok,,18,359,281.996282856
4gfo,ok,,18,350,281.996282856
4gg7,filtered,heavy_atoms_ok,0,0,499.18123302409
4hf4,filtered,heavy_atoms_ok,0,0,447.17289604000007
4hfp,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,508.2467892520001
4hge,ok,,25,353,352.08393671600004
4hj2,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,575.1936892120901
4hla,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,547.2352215239999
4hp0,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,773.32985189609
4hpi,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,570.2504793800898
4ht0,ok,,23,323,367.00723140800005
4ht2,ok,,23,334,367.00723140800005
4hu1,ok,,20,357,336.97017720400004
4gny,filtered,rot_bonds_ok,0,0,266.155180312
4gq4,ok,,27,245,416.11849875209003
4gql,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,816.09626973
4gqp,ok,,11,375,150.12772593209
4gqq,ok,,15,229,208.073558864
4gqr,ok,,23,261,318.0375672799999
4gr0,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,700.0853111219999
4gr3,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,706.1039419540001
4gr8,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,590.092983346
4gu6,skip,rdkit_parse_failed,0,0,0.0
4fz3,skip,rdkit_parse_failed,0,0,0.0
4fzj,ok,,13,223,196.030648496
4g0p,ok,,21,216,326.05151668999997
4g0q,skip,rdkit_parse_failed,0,0,0.0
4g0y,ok,,23,212,347.0630844180001
4g0z,skip,rdkit_parse_failed,0,0,0.0
4g4p,ok,,10,389,147.07641863209
4g5f,ok,,13,367,180.04225873599998
4g8m,ok,,12,395,174.07608428409
4g8n,ok,,12,408,174.07608428409
4ggz,ok,,16,373,244.088163372
4ghi,ok,,21,416,308.011245952
4gid,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,666.33198167609
4gih,ok,,23,340,349.038482016
4gii,ok,,25,337,374.033730984
4gj2,ok,,24,342,367.02906020399996
4gj3,ok,,26,332,392.024309172
4gkh,ok,,24,318,317.16404560800004
4gki,ok,,25,286,331.17969567200004
